date,NDCI_mean,NDTI_mean,FAI_mean
2023-12-04,0.0972523965120093,-0.2758556576111132,0.02788065338005161
2023-12-06,0.09890156272112532,-0.19411062544304952,0.03445489303098193
2023-12-14,0.0679282771749845,-0.3303037995241109,0.028268024765497616
2023-12-26,0.06343000439652709,-0.30174107698673136,0.0251247260466206
2024-01-08,0.06077138509042316,-0.3123799301948492,0.026571987617091973
2024-01-13,0.06742009130641484,-0.21402686570405124,0.02579835965971848
2024-03-03,0.05422282031113327,-0.292064067742508,0.026800821789870203
2024-03-18,0.08371559363528401,-0.22136385118926655,0.028733597353000295
2024-04-12,0.10647218371857146,-0.28967844720201286,0.030145031577795578
2024-04-14,0.10520658710708047,-0.3131667179696183,0.03544447985512099
2024-04-19,0.07383744640797486,-0.2999278999874654,0.04299593827871724
2024-05-04,0.17775959166366676,-0.375184481497328,0.06141894198920377
2024-05-14,0.21298880963587669,-0.3925427055002411,0.0677474740569327
2024-05-29,0.2005095483778344,-0.39700828450609876,0.07046538201048524
2024-06-01,0.14101223279891503,-0.23648135159356823,0.07429188189539696
2024-06-03,0.2555237196109351,-0.47274172039399015,0.06003147477698504
2024-06-11,0.14143617941682396,-0.2034471156374961,0.04402151414504178
2024-06-13,0.34810774084574386,-0.5223808782421141,0.06473977346932737
2024-06-21,0.04906831294685051,-0.07509735940295273,0.01941756071295375
2024-07-06,0.11079083656071358,-0.08284354974013886,0.04006136163352647
2024-07-23,0.1932217554215278,-0.24744263093372,0.06879178503412167
2024-08-10,0.14931569337646547,-0.2466825704571501,0.05958182649480327
2024-08-22,0.20126521969588518,-0.28113220193538757,0.08432762201633447
2024-08-27,0.20351092654996192,-0.39560579106570815,0.05849086808503844
2024-09-09,0.13967801596003943,-0.30510133308584153,0.05918065157759766
2024-09-11,0.16755937565390924,-0.411477952491485,0.05507176409580131
2024-09-14,0.1949527659029953,-0.4033357843166462,0.04309854549504066
2024-09-16,0.18119124895534788,-0.38570469019733467,0.054341847290087196
2024-09-26,0.2076542510682973,-0.37299766406298884,0.04892780595441698
2024-10-06,0.208482326401781,-0.29168391627448387,0.06448193321493251
2024-10-09,0.22707320253839255,-0.4030157704171645,0.040404247146694196
2024-10-14,0.21740838676619387,-0.361812518643192,0.04148144269140052
2024-10-21,0.2296946045707754,-0.38747648073675944,0.03937568456000417
2024-11-13,0.22234137236349155,-0.33529823259262004,0.044736902604000685
2024-11-20,0.23115136480937062,-0.344689019157712,0.059027288623766425
2024-12-08,0.23122332114872618,-0.37794098658356834,0.025992047146529543
2024-12-10,0.17784326029768419,-0.3120192288477389,0.027783277788963032
2024-12-10,0.1679131802067673,-0.33441524550349405,0.026017783169393717
2024-12-13,0.09550976598857928,-0.1396275523663934,0.03358990932862302
2024-12-18,0.09959974436360351,-0.2846318557025449,0.026124433337270055
2025-01-02,0.11170453544682603,-0.28801105741681143,0.023101115743648325
2025-01-04,0.11578674056326353,-0.4215490356376684,0.0218565225830958
2025-01-07,0.10260145137310779,-0.3167403076238557,0.027868078310625672
2025-01-19,0.092544267817298,-0.3138716616392737,0.025357594236271083
2025-01-24,0.03368819577080187,-0.17801832613590188,0.02589954107478499
2025-01-29,0.014659720642414914,-0.36898282947644967,0.02451706335720286
2025-02-06,0.0509608725969556,-0.3382812213833573,0.02257794885756654
2025-02-23,0.01806931947702651,-0.4401369510885137,0.02378643350130773
2025-03-10,0.11380658428662309,-0.31567880562622425,0.031024311636978007
2025-03-18,0.03646405157786809,-0.20752864522452047,0.02488440155045585
2025-03-23,0.057985700787201985,-0.3250097024648875,0.02576909388082176
2025-04-04,0.0676027570016117,-0.17807761601454045,0.025878121684737698
2025-04-07,0.08322769289867454,-0.20659945256680096,0.028043221836890394
2025-04-12,0.10334323954059592,-0.22319816194480793,0.03274004706014229
2025-04-14,0.07533300502439734,-0.2022605553702121,0.036938288067403915
2025-04-17,0.10052048401777099,-0.19913353674480563,0.03485661781214397
2025-04-27,0.16365602654531555,-0.20979612843491835,0.045309069053362884
2025-04-29,-0.06826072337269563,-0.49545526461946465,0.05366413721442141
2025-05-04,0.16807831133231016,-0.3008705801018307,0.060709605006040286
2025-05-14,0.08529938852340141,-0.41567797359150976,0.05935840903884218
2025-05-14,0.13092627932998285,-0.20635566581726397,0.05424888058725998
2025-06-13,0.17387876106039865,-0.178450375293575,0.11711683789556354
2025-06-28,0.27454133601605174,-0.32892199031997793,0.08415926983429094
2025-07-10,0.3951507897185065,-0.42555753573731214,0.06739019657373169
2025-07-13,0.35902789028773646,-0.5768265512108155,0.06722874695223292
2025-07-13,0.1687930537265948,-0.17724272029356736,0.047805789950669524
2025-07-21,0.16411931010640024,-0.1461664940427733,0.043476464460052794
2025-07-23,0.23496659017189978,-0.3113649633045062,0.06914741180800388
2025-07-28,0.24903212139491826,-0.22500030895994666,0.0770823457411892
2025-07-30,0.20050669687837494,-0.2864800812571697,0.06388173591285974
2025-09-01,0.20692928550575285,-0.4441162812870495,0.05261036911483081
2025-09-16,0.1860143352506164,-0.33087068796032476,0.06077150690193834
2025-10-09,0.19999170275676525,-0.3505301457851255,0.050346914879633796
2025-11-08,0.22673430959456406,-0.32342287182987733,0.04002857877694049
2025-11-20,0.18300533647401704,-0.30508104123312296,0.03760631580092664
2025-11-27,0.1793519128562755,-0.25098417009032215,0.03667671973710804
2025-11-30,0.21045737159560415,-0.3066922381261946,0.03421249723356407
2025-11-30,0.2200741169882637,-0.2841148317277177,0.03168608677385132
2025-12-18,0.22594692806617026,-0.3187071675898212,0.02982785586175138
2025-12-20,0.16605987514942833,-0.33912895278072314,0.022713122619535935
2025-12-20,0.1944647628015079,-0.3329300922021008,0.02100080076081686
2025-12-23,0.14140638647366677,-0.30662683378318284,0.0214318928670545
2025-12-28,0.14049173576362722,-0.3130873655768933,0.022609537104403447
